13.55	10.65	4
12.45	10.9	4
13.2	10.25	4
11.25	11.1	4
11.25	11.85	4
10.7	12.25	4
10.05	11.85	4
10.6	11.6	4
9.75	11.35	4
10.4	10.9	4
9.75	10.6	4
9.75	9.8	4
10.35	10.2	4
10.9	10.4	4
11.7	10.55	4
12.4	10.1	4
12.9	9.7	4
12.35	9.65	4
11.85	10	4
11.15	9.8	4
10.65	9.55	4
10.1	9.25	4
10.75	9	4
11.1	9.3	4
11.7	9.4	4
12.15	9.1	4
12.85	9.05	4
12.45	8.7	4
11.95	8.25	4
11.7	8.85	4
11.3	8.5	4
11.55	7.95	4
12.9	8.5	4
13.25	8.05	4
12.65	7.95	4
12.1	7.6	4
11.65	7.35	4
12.2	7	4
11.8	6.65	4
12.65	7.3	4
13.2	7.55	4
13.65	7.75	4
14.35	7.55	4
13.8	7.3	4
13.35	6.85	4
12.7	6.7	4
12.45	6.25	4
13.2	5.85	4
13.65	6.25	4
14.1	6.75	4
14.7	6.9	4
15	7.5	4
15.85	7.3	4
15.35	7.05	4
15.1	6.35	4
14.45	6.3	4
14.75	5.75	4
13.95	5.8	4
15.5	5.9	4
15.8	6.4	4
16.05	6.85	4
16.55	7.1	4
16.7	6.5	4
16.25	6.1	4
17.05	6.25	4
15.85	11.55	4
15.9	12.1	4
16.3	11.65	4
16.55	12.05	4
16.5	12.6	4
16.75	13.1	4
17.5	13	4
17.15	12.65	4
17.1	12.1	4
16.9	11.7	4
17.4	11.65	4
17.55	12.1	4
17.75	12.65	4
18.3	12.75	4
18.25	12.25	4
18	11.95	4
17.85	11.5	4
18.3	11.65	4
18.6	12	4
18.85	12.45	4
19.1	11.8	4
18.85	11.45	4
18.5	11.15	4
18.95	10.8	4
19.3	11.15	4
19.4	10.7	4
19.25	10.35	4
19.9	10.6	4
19.65	10.15	4
19.45	9.75	4
19.9	9.45	4
20.3	10.05	4
20.65	10.35	4
21.25	10.1	4
20.9	9.9	4
21.65	9.65	4
21.15	9.35	4
20.5	9.4	4
19.5	9.2	4
19.95	8.85	4
20.65	8.8	4
21.2	8.7	4
21.9	8.85	4
21.75	8.25	4
21.65	7.8	4
21.05	8	4
20.3	8.2	4
19.4	8.7	4
19.6	8.05	4
18.95	8.1	4
20	7.6	4
20.55	7.55	4
21.25	7.25	4
20.85	6.85	4
20.25	7.05	4
19.55	7.05	4
19.05	7.45	4
18.35	7.6	4
17.85	7.3	4
18.3	7.1	4
18.95	6.85	4
19.6	6.25	4
20.15	6.45	4
18.8	6.25	4
18.35	6.55	4
17.65	6.55	4
17.25	6.9	4
17.95	6.2	4
17.45	9.85	5
17.2	9.25	5
17	9.6	5
17	10.05	5
16.45	10.1	5
16.5	9.8	5
16.6	9.45	5
16.6	9.05	5
15.9	9	5
16.05	9.35	5
16.05	9.65	5
15.85	9.95	5
15.35	9.9	5
15.6	9.45	5
15.3	9.15	5
15.1	9.55	5
